0 1
1 0.602666
2 1.49877
3 1.45271
4 0.648235
5 1.46016
6 1.65252
7 1.11857
8 2.04886
9 1.99937
10 2.44514
11 2.75142
12 3.68643
13 3.02418
14 3.1264
15 4.02839
16 4.56484
17 4.6192
18 3.76994
19 3.5298
20 3.8457
21 4.49272
22 3.59823
23 4.22224
24 4.1378
25 4.5764
26 3.81533
27 4.3888
28 4.89047
29 4.72863
30 4.81462
31 5.12776
32 5.99145
33 5.64424
34 4.65854
35 4.6125
36 3.92383
37 3.06506
38 2.89988
39 2.9364
40 2.81667
41 3.42881
42 4.41537
43 4.74981
44 5.04432
45 5.35137
46 4.96311
47 5.13914
48 4.96103
49 5.18853
50 5.41567
51 4.91818
52 4.05185
53 3.5412
54 3.92977
55 3.88178
56 4.8683
57 5.65868
58 5.13119
59 5.56004
60 4.58233
61 4.13294
62 3.47347
63 3.32084
64 3.44009
65 2.99764
66 3.89738
67 4.0457
68 3.85395
69 4.21001
70 3.91364
71 3.04446
72 2.68032
73 2.25696
74 2.87106
75 2.8569
76 3.11161
77 3.30157
78 2.81924
79 2.96383
80 2.50831
81 2.59258
82 2.36202
83 3.09866
84 4.05495
85 4.82463
86 5.75119
87 5.34783
88 5.61824
89 5.09597
90 4.49773
91 5.10956
92 4.56995
93 4.29565
94 4.47473
95 3.51151
96 4.0301
97 4.14569
98 4.95718
99 5.78748
