1 1.19604 0
2 1.19617 0.0001338
3 1.20647 0.0103017
4 1.22045 0.0157655
5 1.21483 0.0134451
6 1.21545 0.0109956
7 1.21366 0.00946364
8 1.211 0.00861771
9 1.21111 0.00760098
10 1.21362 0.0072448
11 1.21453 0.00661666
12 1.21459 0.0060404
13 1.21536 0.00560959
14 1.21824 0.00593922
15 1.22163 0.00648415
16 1.22537 0.00712886
17 1.22718 0.00693664
18 1.23006 0.00714482
19 1.23251 0.0071888
20 1.23427 0.0070424
21 1.23605 0.00693275
22 1.23808 0.00691558
23 1.23775 0.00661645
24 1.23808 0.00634322
25 1.23892 0.00614223
26 1.24122 0.00633434
27 1.2433 0.00643969
28 1.24417 0.00626601
29 1.24483 0.0060817
30 1.24457 0.00588126
