1000 0.996827 0
2000 0.998056 0.00122957
3000 0.997576 0.00085699
4000 0.999566 0.00207947
5000 0.999867 0.00163861
6000 0.998606 0.00183806
7000 0.998783 0.00156347
8000 0.998351 0.00142133
9000 0.998578 0.00127394
10000 0.99945 0.00143451
11000 0.999708 0.00132304
12000 0.999614 0.00121142
13000 0.999554 0.00111597
14000 1.00006 0.00115006
15000 0.999996 0.00107251
16000 0.999187 0.00128867
17000 0.999181 0.00121051
18000 0.999189 0.00114131
19000 0.99949 0.00112087
20000 0.999445 0.0010643
21000 0.999531 0.00101596
22000 0.99972 0.000986973
23000 0.99982 0.000948357
24000 0.999494 0.000964678
25000 0.999732 0.000955436
26000 0.999777 0.000919026
27000 0.999892 0.000891804
28000 1.00011 0.00088554
29000 1.00037 0.000893221
30000 1.00018 0.000883747
31000 1.00033 0.000868895
32000 1.00039 0.000843432
33000 1.00044 0.00081914
34000 1.0006 0.000809251
35000 1.00056 0.000786827
36000 1.00043 0.000774863
37000 1.00026 0.000773624
38000 1.00033 0.000756466
39000 1.00024 0.000742024
40000 1.00022 0.000723648
41000 1.00026 0.000707328
42000 1.00043 0.000709427
43000 1.00035 0.000696519
44000 1.00028 0.000684603
45000 1.00028 0.000669219
46000 1.00022 0.000656937
47000 1.00017 0.000644777
48000 1.00005 0.000644196
49000 1.00005 0.000630958
50000 1.00002 0.000618869
51000 0.999895 0.000620353
52000 0.999825 0.000612322
53000 0.999853 0.000601318
54000 0.999764 0.00059674
55000 0.999692 0.000590211
56000 0.999605 0.000586041
57000 0.999599 0.0005757
58000 0.999645 0.000567598
59000 0.999655 0.000557983
60000 0.999686 0.000549451
61000 0.999812 0.000554825
62000 0.999875 0.000549448
63000 0.999806 0.000545065
64000 0.99973 0.000541831
65000 0.999747 0.000533716
66000 0.999664 0.000532133
67000 0.999671 0.000524185
68000 0.999666 0.000516445
69000 0.99977 0.000519378
70000 0.999898 0.000527607
71000 0.999846 0.00052265
72000 0.999827 0.000515702
73000 0.999792 0.000509783
74000 0.999732 0.000506435
75000 0.999736 0.000499652
76000 0.9997 0.000494318
77000 0.99969 0.000487972
78000 0.999757 0.000486408
79000 0.999798 0.000481935
80000 0.999829 0.000476843
81000 0.9999 0.000476378
82000 0.999939 0.000472105
83000 0.999906 0.000467536
84000 0.999937 0.000462993
85000 0.999906 0.00045858
86000 0.999869 0.000454732
87000 0.999946 0.000456093
88000 1 0.000454599
89000 1 0.000449483
90000 0.999972 0.000445333
91000 0.999988 0.000440689
92000 1.00001 0.00043647
93000 1.00001 0.000431751
94000 1.00006 0.000429752
95000 1.00006 0.000425212
96000 1.00006 0.000420803
97000 1.00013 0.000421996
98000 1.00012 0.000417763
99000 1.00008 0.000415136
100000 1.00012 0.000412325
