1 1.81841 0
2 1.89407 0.0756528
3 1.95327 0.0735735
4 1.98281 0.0598273
5 1.99851 0.0489281
6 2.0103 0.0416536
7 2.0203 0.0365953
8 2.02875 0.0328008
9 2.03316 0.0292609
10 2.03619 0.0263468
11 2.03744 0.0238646
12 2.04403 0.0227589
13 2.04793 0.0212959
14 2.04987 0.0198107
15 2.05081 0.0184667
16 2.05456 0.0176778
17 2.05768 0.0168953
18 2.06434 0.0172656
19 2.0697 0.0171893
20 2.07431 0.0169467
21 2.07737 0.0164073
22 2.08137 0.0161464
23 2.086 0.0161084
24 2.09165 0.0164247
25 2.09564 0.0162501
26 2.09997 0.0162033
27 2.1018 0.0156985
28 2.10386 0.0152673
29 2.10667 0.0149969
30 2.10839 0.0145903
